is_parallel_safe,trip_count,nesting_depth,flops_per_iter,total_flops,memory_footprint_bytes,arithmetic_intensity,data_reuse_ratio,coalescing_efficiency,stride_regularity,branch_divergence_count,has_reduction,hw_type_code,bus_bandwidth_gbps,peak_tflops,unified_memory,t_cpu_ms,t_gpu_ms,speedup,is_profitable
1.0,32768.0,3.0,11.0,65536.0,12288.0,5.333333333333333,4000.0,0.4,0.5,0.0,1.0,1.0,16.0,12.7,0.0,0.024805,0.026752,0.927220394736842,0
1.0,262144.0,3.0,11.0,524288.0,49152.0,10.666666666666666,4000.0,0.4,0.5,0.0,1.0,1.0,16.0,12.7,0.0,0.222607,0.046784,4.758186559507524,1
1.0,884736.0,3.0,11.0,1769472.0,110592.0,16.0,4000.0,0.4,0.5,0.0,1.0,1.0,16.0,12.7,0.0,0.895996,0.099712,8.985839216944802,1
1.0,2097152.0,3.0,11.0,4194304.0,196608.0,21.333333333333332,4000.0,0.4,0.5,0.0,1.0,1.0,16.0,12.7,0.0,2.296826,0.20809599999999998,11.03733853606028,1
1.0,7077888.0,3.0,11.0,14155776.0,442368.0,32.0,4000.0,0.4,0.5,0.0,1.0,1.0,16.0,12.7,0.0,8.44502,0.60048,14.063782307487342,1
1.0,16777216.0,3.0,11.0,33554432.0,786432.0,42.666666666666664,4000.0,0.4,0.5,0.0,1.0,1.0,16.0,12.7,0.0,20.242627,1.412064,14.335488334806353,1
1.0,56623104.0,3.0,11.0,113246208.0,1769472.0,64.0,4000.0,0.4,0.5,0.0,1.0,1.0,16.0,12.7,0.0,71.91958,4.363327999999999,16.482735196620563,1
1.0,134217728.0,3.0,11.0,268435456.0,3145728.0,85.33333333333333,4000.0,0.4,0.5,0.0,1.0,1.0,16.0,12.7,0.0,185.445996,12.383679999999998,14.975031331558958,1
1.0,452984832.0,3.0,11.0,905969664.0,7077888.0,128.0,4000.0,0.4,0.5,0.0,1.0,1.0,16.0,12.7,0.0,799.177393,41.806368,19.116164145136935,1
1.0,1073741824.0,3.0,11.0,2147483648.0,12582912.0,170.66666666666666,4000.0,0.4,0.5,0.0,1.0,1.0,16.0,12.7,0.0,337.4617161142857,98.165312,3.437688010549854,1
1.0,32768.0,3.0,10.0,65536.0,12288.0,5.333333333333333,3000.0,0.4,0.5,0.0,1.0,1.0,16.0,12.7,0.0,0.009362285714285714,0.027648,0.3386243386243386,0
1.0,262144.0,3.0,10.0,524288.0,49152.0,10.666666666666666,3000.0,0.4,0.5,0.0,1.0,1.0,16.0,12.7,0.0,0.07489828571428571,0.051328,1.4592091200570003,1
1.0,884736.0,3.0,10.0,1769472.0,110592.0,16.0,3000.0,0.4,0.5,0.0,1.0,1.0,16.0,12.7,0.0,0.2527817142857143,0.100416,2.517344987708276,1
1.0,2097152.0,3.0,10.0,4194304.0,196608.0,21.333333333333332,3000.0,0.4,0.5,0.0,1.0,1.0,16.0,12.7,0.0,0.5991862857142857,0.211712,2.8301951977889095,1
1.0,7077888.0,3.0,10.0,14155776.0,442368.0,32.0,3000.0,0.4,0.5,0.0,1.0,1.0,16.0,12.7,0.0,2.022253714285714,0.596672,3.389221740396255,1
1.0,16777216.0,3.0,10.0,33554432.0,786432.0,42.666666666666664,3000.0,0.4,0.5,0.0,1.0,1.0,16.0,12.7,0.0,4.793490285714285,1.413632,3.390903916800331,1
1.0,56623104.0,3.0,10.0,113246208.0,1769472.0,64.0,3000.0,0.4,0.5,0.0,1.0,1.0,16.0,12.7,0.0,16.178029714285714,4.365408,3.705960522884851,1
1.0,134217728.0,3.0,10.0,268435456.0,3145728.0,85.33333333333333,3000.0,0.4,0.5,0.0,1.0,1.0,16.0,12.7,0.0,38.34792228571428,10.11344,3.791778295586297,1
1.0,4096.0,2.0,7.0,28672.0,49152.0,0.5833333333333334,4.0,0.4,0.5,0.0,1.0,1.0,16.0,12.7,0.0,0.006201,0.051424000000000004,0.12058571873055382,0
1.0,16384.0,2.0,7.0,114688.0,196608.0,0.5833333333333334,4.0,0.4,0.5,0.0,1.0,1.0,16.0,12.7,0.0,0.026416,0.2104,0.12555133079847908,0
1.0,65536.0,2.0,7.0,458752.0,786432.0,0.5833333333333334,4.0,0.4,0.5,0.0,1.0,1.0,16.0,12.7,0.0,0.12998,1.40608,0.09244139736003643,0
1.0,262144.0,2.0,7.0,1835008.0,3145728.0,0.5833333333333334,4.0,0.4,0.5,0.0,1.0,1.0,16.0,12.7,0.0,0.414209,10.083103999999999,0.0410795128166882,0
1.0,1048576.0,2.0,7.0,7340032.0,12582912.0,0.5833333333333334,4.0,0.4,0.5,0.0,1.0,1.0,16.0,12.7,0.0,1.471777,80.37632,0.01831107719288467,0
1.0,4194304.0,2.0,7.0,29360128.0,50331648.0,0.5833333333333334,4.0,0.4,0.5,0.0,1.0,1.0,16.0,12.7,0.0,5.842041,449.62336000000005,0.012993188343239105,0
1.0,16777216.0,2.0,7.0,117440512.0,201326592.0,0.5833333333333334,4.0,0.4,0.5,0.0,1.0,1.0,16.0,12.7,0.0,22.386572,3325.05792,0.006732686328664013,0
1.0,4096.0,2.0,4.0,16384.0,49152.0,0.3333333333333333,2.0,1.0,0.5,0.0,0.0,1.0,16.0,12.7,0.0,0.002393,0.008708,0.27480477721635277,0
1.0,16384.0,2.0,4.0,65536.0,196608.0,0.3333333333333333,2.0,1.0,0.5,0.0,0.0,1.0,16.0,12.7,0.0,0.037598,0.024291999999999998,1.5477523464515068,1
1.0,65536.0,2.0,4.0,262144.0,786432.0,0.3333333333333333,2.0,1.0,0.5,0.0,0.0,1.0,16.0,12.7,0.0,0.234814,0.068996,3.403298741956055,1
1.0,262144.0,2.0,4.0,1048576.0,3145728.0,0.3333333333333333,2.0,1.0,0.5,0.0,0.0,1.0,16.0,12.7,0.0,1.013623,0.25642,3.9529794867795025,1
1.0,1048576.0,2.0,4.0,4194304.0,12582912.0,0.3333333333333333,2.0,1.0,0.5,0.0,0.0,1.0,16.0,12.7,0.0,5.370605,2.318724,2.3161898526948446,1
1.0,4194304.0,2.0,4.0,16777216.0,50331648.0,0.3333333333333333,2.0,1.0,0.5,0.0,0.0,1.0,16.0,12.7,0.0,40.766211,11.792036,3.457096891495243,1
1.0,4096.0,2.0,12.0,49152.0,49152.0,1.0,12.0,0.4,0.5,0.0,1.0,1.0,16.0,12.7,0.0,0.091992,0.02896,3.176519337016575,1
1.0,16384.0,2.0,12.0,196608.0,196608.0,1.0,12.0,0.4,0.5,0.0,1.0,1.0,16.0,12.7,0.0,1.773242,0.056352000000000006,31.467241624077225,1
1.0,65536.0,2.0,12.0,786432.0,786432.0,1.0,12.0,0.4,0.5,0.0,1.0,1.0,16.0,12.7,0.0,1.691602,0.136928,12.353952442159384,1
1.0,262144.0,2.0,12.0,3145728.0,3145728.0,1.0,12.0,0.4,0.5,0.0,1.0,1.0,16.0,12.7,0.0,6.845996,0.491936,13.916436284394718,1
1.0,1048576.0,2.0,12.0,12582912.0,12582912.0,1.0,12.0,0.4,0.5,0.0,1.0,1.0,16.0,12.7,0.0,28.342041,3.268256,8.671915847473391,1
1.0,4194304.0,2.0,12.0,50331648.0,50331648.0,1.0,12.0,0.4,0.5,0.0,1.0,1.0,16.0,12.7,0.0,112.769971,21.670912,5.203748277875891,1
1.0,4096.0,2.0,75.0,307200.0,49152.0,6.25,13.0,1.0,0.5,0.0,0.0,1.0,16.0,12.7,0.0,0.008777142857142857,0.010436,0.841044735257077,0
1.0,16384.0,2.0,75.0,1228800.0,196608.0,6.25,13.0,1.0,0.5,0.0,0.0,1.0,16.0,12.7,0.0,0.035108571428571426,0.026595999999999998,1.3200696130460006,1
1.0,65536.0,2.0,75.0,4915200.0,786432.0,6.25,13.0,1.0,0.5,0.0,0.0,1.0,16.0,12.7,0.0,0.1404342857142857,0.071204,1.9722808509955296,1
1.0,262144.0,2.0,75.0,19660800.0,3145728.0,6.25,13.0,1.0,0.5,0.0,0.0,1.0,16.0,12.7,0.0,0.5617371428571428,0.25914,2.1676975490358217,1
1.0,1048576.0,2.0,75.0,78643200.0,12582912.0,6.25,13.0,1.0,0.5,0.0,0.0,1.0,16.0,12.7,0.0,2.2469485714285713,2.33674,0.9615740610545339,0
1.0,4194304.0,2.0,75.0,314572800.0,50331648.0,6.25,13.0,1.0,0.5,0.0,0.0,1.0,16.0,12.7,0.0,8.987794285714285,11.302692,0.7951905869605476,0
1.0,4096.0,2.0,21.0,86016.0,49152.0,1.75,6.0,1.0,0.5,0.0,0.0,1.0,16.0,12.7,0.0,0.004785,0.011588,0.4129271660338281,0
1.0,16384.0,2.0,21.0,344064.0,196608.0,1.75,6.0,1.0,0.5,0.0,0.0,1.0,16.0,12.7,0.0,0.022998,0.02682,0.8574944071588367,0
1.0,65536.0,2.0,21.0,1376256.0,786432.0,1.75,6.0,1.0,0.5,0.0,0.0,1.0,16.0,12.7,0.0,0.075781,0.070564,1.0739328836233772,0
1.0,262144.0,2.0,21.0,5505024.0,3145728.0,1.75,6.0,1.0,0.5,0.0,0.0,1.0,16.0,12.7,0.0,0.335791,0.260036,1.291325047301143,1
1.0,1048576.0,2.0,21.0,22020096.0,12582912.0,1.75,6.0,1.0,0.5,0.0,0.0,1.0,16.0,12.7,0.0,1.893018,2.36042,0.80198354530126,0
1.0,4194304.0,2.0,21.0,88080384.0,50331648.0,1.75,6.0,1.0,0.5,0.0,0.0,1.0,16.0,12.7,0.0,5.405566,10.318948,0.5238485551046482,0
1.0,1024.0,1.0,1.0,1024.0,12288.0,0.08333333333333333,3.0,1.0,1.0,0.0,0.0,1.0,16.0,12.7,0.0,0.000586,0.02657325,0.022052251794567847,0
1.0,8192.0,1.0,1.0,8192.0,98304.0,0.08333333333333333,3.0,1.0,1.0,0.0,0.0,1.0,16.0,12.7,0.0,0.005176,0.037647,0.1374877148245544,0
1.0,65536.0,1.0,1.0,65536.0,786432.0,0.08333333333333333,3.0,1.0,1.0,0.0,0.0,1.0,16.0,12.7,0.0,0.042773,0.126346625,0.33853694152890906,0
1.0,262144.0,1.0,1.0,262144.0,3145728.0,0.08333333333333333,3.0,1.0,1.0,0.0,0.0,1.0,16.0,12.7,0.0,0.183594,0.43194925,0.4250360430073672,0
1.0,1048576.0,1.0,1.0,1048576.0,12582912.0,0.08333333333333333,3.0,1.0,1.0,0.0,0.0,1.0,16.0,12.7,0.0,0.818018,1.66325225,0.49181836369077514,0
1.0,4194304.0,1.0,1.0,4194304.0,50331648.0,0.08333333333333333,3.0,1.0,1.0,0.0,0.0,1.0,16.0,12.7,0.0,6.110596,6.932824500000001,0.8814006470234461,0
1.0,1024.0,1.0,2.0,2048.0,12288.0,0.16666666666666666,3.0,1.0,1.0,0.0,0.0,1.0,16.0,12.7,0.0,0.001172,0.026146500000000003,0.044824355076205226,0
1.0,8192.0,1.0,2.0,16384.0,98304.0,0.16666666666666666,3.0,1.0,1.0,0.0,0.0,1.0,16.0,12.7,0.0,0.010986,0.03437325,0.31960899827627587,0
1.0,65536.0,1.0,2.0,131072.0,786432.0,0.16666666666666666,3.0,1.0,1.0,0.0,0.0,1.0,16.0,12.7,0.0,0.080176,0.099022,0.8096786572680819,0
1.0,262144.0,1.0,2.0,524288.0,3145728.0,0.16666666666666666,3.0,1.0,1.0,0.0,0.0,1.0,16.0,12.7,0.0,0.195605,0.30545062500000003,0.6403817310899265,0
1.0,1048576.0,1.0,2.0,2097152.0,12582912.0,0.16666666666666666,3.0,1.0,1.0,0.0,0.0,1.0,16.0,12.7,0.0,0.751807,1.1429758749999999,0.6577627896126855,0
1.0,4194304.0,1.0,2.0,8388608.0,50331648.0,0.16666666666666666,3.0,1.0,1.0,0.0,0.0,1.0,16.0,12.7,0.0,3.417383,4.548172875000001,0.7513749133821127,0
1.0,1024.0,1.0,4.0,4096.0,12288.0,0.3333333333333333,7.0,1.0,1.0,1.0,0.0,1.0,16.0,12.7,0.0,0.000781,0.026597625,0.02936352399885328,0
