is_parallel_safe,trip_count,nesting_depth,flops_per_iter,total_flops,memory_footprint_bytes,arithmetic_intensity,data_reuse_ratio,coalescing_efficiency,stride_regularity,branch_divergence_count,has_reduction,hw_type_code,bus_bandwidth_gbps,peak_tflops,unified_memory,t_cpu_ms,t_gpu_ms,speedup,is_profitable
1.0,262144.0,1.0,1.0,262144.0,3145728.0,0.08333333333333333,3.0,1.0,1.0,0.0,0.0,0.0,89.6,2.66,1.0,0.07489828571428571,2.79359,0.026810765256993944,0
1.0,1048576.0,1.0,1.0,1048576.0,12582912.0,0.08333333333333333,3.0,1.0,1.0,0.0,0.0,0.0,89.6,2.66,1.0,0.29959314285714284,11.48448,0.026086783455336493,0
1.0,4194304.0,1.0,1.0,4194304.0,50331648.0,0.08333333333333333,3.0,1.0,1.0,0.0,0.0,0.0,89.6,2.66,1.0,1.1983725714285713,44.810249999999996,0.026743269038413564,0
1.0,1024.0,1.0,2.0,2048.0,12288.0,0.16666666666666666,3.0,1.0,1.0,0.0,0.0,0.0,89.6,2.66,1.0,0.001,0.0163,0.06134969325153375,0
1.0,8192.0,1.0,2.0,16384.0,98304.0,0.16666666666666666,3.0,1.0,1.0,0.0,0.0,0.0,89.6,2.66,1.0,0.004681142857142857,0.10082,0.04643069685719953,0
1.0,65536.0,1.0,2.0,131072.0,786432.0,0.16666666666666666,3.0,1.0,1.0,0.0,0.0,0.0,89.6,2.66,1.0,0.037449142857142854,0.75606,0.04953197214128886,0
1.0,262144.0,1.0,2.0,524288.0,3145728.0,0.16666666666666666,3.0,1.0,1.0,0.0,0.0,0.0,89.6,2.66,1.0,0.14979657142857142,1.5831,0.0946223052419755,0
1.0,1048576.0,1.0,2.0,2097152.0,12582912.0,0.16666666666666666,3.0,1.0,1.0,0.0,0.0,0.0,89.6,2.66,1.0,0.5991862857142857,8.69934,0.0688772120315203,0
1.0,4194304.0,1.0,2.0,8388608.0,50331648.0,0.16666666666666666,3.0,1.0,1.0,0.0,0.0,0.0,89.6,2.66,1.0,2.3967451428571427,38.78658,0.06179315481945412,0
1.0,1024.0,1.0,4.0,4096.0,12288.0,0.3333333333333333,7.0,1.0,1.0,1.0,0.0,0.0,89.6,2.66,1.0,0.0011702857142857142,0.02352,0.04975704567541302,0
